twitter_hashtag_twitter.com,https://twitter.com/DanyElChulo_/status/914277163670441984,,9/30/17,"[u'Retweet:1', u'Retweeted:1', u'Like:1']",asked for ketchup from  sonicdrivein and this is what they gave me  one packet  thats worst than  mcdonaldspic twitter com fkmcpm  jf,,1
twitter_hashtag_twitter.com,https://twitter.com/RHONarcissus/status/914278663981555713,,9/30/17,[],please use correct grammar  sonicdrivein tv commercial line should be   last time we are this well   not  good   kids are watching ,,
twitter_hashtag_twitter.com,https://twitter.com/Ky_Is_I/status/914278179975479296,,9/30/17,[u'Retweet:1'],they usually throw like    in the bag,,
twitter_hashtag_twitter.com,https://twitter.com/KingP914/status/914278030650101761,,9/30/17,[],help  sonicdrivein support local public school teachers  find and vote for your favorite classroom projects at  ,,
twitter_hashtag_twitter.com,https://twitter.com/CliffMarlowe/status/914276237937430534,,9/30/17,"[u'Retweet:1', u'Retweeted:1']",i liked them at one point and then not so much,,1
twitter_hashtag_twitter.com,https://twitter.com/lisasaurstomp/status/914275980457295872,,9/30/17,"[u'Retweet:1', u'Retweeted:5', u'Like:5']",thats the ultimate cursepic twitter com cmzgkrjtop,,1
twitter_hashtag_twitter.com,https://twitter.com/aaapharmclub/status/914275811611561984,,9/30/17,"[u'Retweet:1', u'Retweeted:5', u'Like:5']",if stangle says your food taek is bad,,1
twitter_hashtag_twitter.com,https://twitter.com/lisasaurstomp/status/914275406823399424,,9/30/17,"[u'Retweet:1', u'Retweeted:5', u'Like:5']",wow ok you need to take a step back please  sir,,1
twitter_hashtag_twitter.com,https://twitter.com/lulu22178/status/914274361879797761,,9/30/17,[],i just checked in  sonicdrivein with #mplusplaces download today   ,,
twitter_hashtag_twitter.com,https://twitter.com/CliffMarlowe/status/914272952744542208,,9/30/17,"[u'Retweet:2', u'Retweeted:2', u'Like:2']",onion rings in general are bad,,2
twitter_hashtag_twitter.com,https://twitter.com/doryisamazing/status/914271600547172352,,9/30/17,[],just posted a video   sonic drive in ,,
twitter_hashtag_twitter.com,https://twitter.com/courtneylove4ya/status/914268899780083713,,9/30/17,[],can we get the apple juice slush back    sonicdrivein,,
twitter_hashtag_twitter.com,https://twitter.com/SlyGittens/status/914266826330255360,,9/30/17,"[u'Retweet:3', u'Retweeted:3']",breach at sonic drive in may have impacted millions of credit  debit cards #databreach ,,3
twitter_hashtag_twitter.com,https://twitter.com/stephbump/status/914266326314700800,,9/30/17,"[u'Retweet:2', u'Retweeted:2']",we have a connection ,,2
twitter_hashtag_twitter.com,https://twitter.com/Suerrealism/status/914266103152553990,,9/30/17,[],diet coke  at  sonicdrivein in amarillo  tx  ,,
twitter_hashtag_twitter.com,https://twitter.com/reginat86121490/status/914261336850358273,,9/30/17,[],having burger and onion ring   sonic drive in ,,
twitter_hashtag_twitter.com,https://twitter.com/bigdadseanc/status/914257943167717376,,9/30/17,[], sonicdrivein reg straws for milkshakes stink    not buying anymore until you get bigger straws ,,
twitter_hashtag_twitter.com,https://twitter.com/_camura/status/914256571269619714,,9/30/17,[], sonicdrivein your new ice is dumb,,
twitter_hashtag_twitter.com,https://twitter.com/BeccaInfosecMag/status/914254545856872448,,9/30/17,"[u'Retweet:1', u'Retweeted:1', u'Like:1', u'Liked:1']",sonic drive in hit by breach  millions of cards potentially affected ,1,1
twitter_hashtag_twitter.com,https://twitter.com/gmoylan/status/914254114363600897,,9/30/17,[],slushee happy hour  eating ice cream at sonic drive in ,,
twitter_hashtag_twitter.com,https://twitter.com/grantbyrd/status/914253948839763968,,9/30/17,"[u'Retweet:2', u'Retweeted:2']",my sonic date tonight  #headlampsmaketheworldbetter   sonic drive in ,,2
twitter_hashtag_twitter.com,https://twitter.com/SM0R3S/status/914251789511380993,,9/30/17,[], sonicdrivein had a #databrech the best way to protect your card is #applepay or the chip above all else use cash,,
twitter_hashtag_twitter.com,https://twitter.com/wallflowerxdemi/status/914250576107655169,,9/30/17,"[u'Retweet:1', u'Retweeted:1']", sonicdrivein theres an empty lot on hillsborough rd in durham  nc and high schoolers near would bring alot of business  i suggest it,,1
twitter_hashtag_twitter.com,https://twitter.com/spiritmomma1/status/914248685768396801,,9/30/17,"[u'Retweet:2', u'Retweeted:2']",we love our  and sonic  ,,2
twitter_hashtag_twitter.com,https://twitter.com/vbnatlrefiam/status/914247192814215175,,9/30/17,"[u'Retweet:1', u'Retweeted:1']",im at  sonicdrivein in maysville  ky ,,1
twitter_hashtag_twitter.com,https://twitter.com/CBSSports/status/914244908931624961,,9/30/17,"[u'Retweet:4', u'Retweeted:4', u'Like:18', u'Liked:18']",this  sonicdrivein #tasteoftradition explores the important roles peyton and gus manning have played in the history of tennessee football pic twitter com  sh awxp  ,18,4
twitter_hashtag_twitter.com,https://twitter.com/justfurkids/status/914243249505800193,,9/30/17,"[u'Retweet:2', u'Retweeted:2']",sonic drive in hack  what to do if you think youve been compromised   money #cybersecurity #fail,,2
twitter_hashtag_twitter.com,https://twitter.com/OUTonya/status/914240132944773120,,9/30/17,"[u'Retweet:4', u'Retweeted:4']",the closest  sonicdrivein is    miles away    #notsureimgonnamakeit,,4
twitter_hashtag_twitter.com,https://twitter.com/RobToynbee/status/914236835999752192,,9/30/17,"[u'Retweet:1', u'Retweeted:1']",i feel like  sonicdrivein should do a deal on ocean waters in honor of our fantastic president  with benefits going to puerto rico ,,1
twitter_hashtag_twitter.com,https://twitter.com/Abbydobie/status/914236111941226498,,9/30/17,"[u'Retweet:1', u'Retweeted:2', u'Like:2']",oh gus,,1
twitter_hashtag_twitter.com,https://twitter.com/Cmcbrady/status/914235535987761157,,9/30/17,[], at  sonicdrivein in spring  tx  ,,
twitter_hashtag_twitter.com,https://twitter.com/PAFffbt/status/914233456128913413,,9/30/17,"[u'Retweet:1', u'Retweeted:1']",if they ever reboot those  sonicdrivein commercials with the   guys in the car  we hope to get a phone call ,,1
twitter_hashtag_twitter.com,https://twitter.com/lisasaurstomp/status/914230271125286912,,9/30/17,"[u'Retweet:1', u'Retweeted:1']",i will be filing a lawsuit for emotional damages,,1
twitter_hashtag_twitter.com,https://twitter.com/allysanders08/status/914229651303788544,,9/30/17,"[u'Retweet:1', u'Retweeted:1']",tell me why i ordered cheese sticks from  sonicdrivein and they gave me ranch but no cheese sticks,,1
twitter_hashtag_twitter.com,https://twitter.com/jason_moorhead/status/914229137140846592,,9/30/17,"[u'Retweet:1', u'Retweeted:1']",done getting sweet tea at  sonicdrivein because every time i go i just get a mouth full of undissolved sugar  not good ,,1
twitter_hashtag_twitter.com,https://twitter.com/BRICKNILES/status/914227869479555072,,9/30/17,[], sonicdrivein your commercials with the two guys are always hilarious,,
twitter_hashtag_twitter.com,https://twitter.com/DustinVang6/status/914226613197434880,,9/30/17,[],quick breakfast burrito and some taters nomnom   sonic drive in ,,
twitter_hashtag_twitter.com,https://twitter.com/OutliveJordan/status/914226608021614593,,9/30/17,"[u'Retweet:1', u'Retweeted:1']",the only placed its acceptable to say  big ocean water  is  sonicdrivein,,1
twitter_hashtag_twitter.com,https://twitter.com/NeilDwyer93/status/914226398935560197,,9/30/17,[],i find the  sonicdrivein commercials with those two dudes in the car annoying and unfunny ,,
twitter_hashtag_twitter.com,https://twitter.com/PatrickFosterTX/status/914226134451179520,,9/30/17,[],they lost their roller skates   ,,
twitter_hashtag_twitter.com,https://twitter.com/ONWVolleyball/status/914224785474883590,,9/30/17,"[u'Retweet:1', u'Retweeted:1', u'Like:12', u'Liked:12']",good volleyball deserves some good  sonicdrivein      on the day  great focus and effort  #ravenfamilypic twitter com wqmkhpzcv ,12,1
twitter_hashtag_twitter.com,https://twitter.com/AngieBerens/status/914223274070089728,,9/30/17,[], sonicdrivein ive been waiting    minutes for ketchup ,,
twitter_hashtag_twitter.com,https://twitter.com/kmaclr/status/914222037295497216,,9/30/17,"[u'Retweet:1', u'Retweeted:2', u'Like:2']",ugh that sucks  i was pissed when i found out,,1
twitter_hashtag_twitter.com,https://twitter.com/lisasaurstomp/status/914221846538551296,,9/30/17,"[u'Retweet:1', u'Retweeted:1', u'Like:1']",i usually get fries so i was ignorant to the evil,,1
twitter_hashtag_twitter.com,https://twitter.com/lisasaurstomp/status/914221729949523969,,9/30/17,"[u'Retweet:1', u'Retweeted:3', u'Like:3']",theyre sweet why are they sweet,,1
twitter_hashtag_twitter.com,https://twitter.com/kmaclr/status/914221576521781248,,9/30/17,"[u'Retweet:1', u'Retweeted:2', u'Like:2']",omg they are  i had them once and they were super gnarly,,1
twitter_hashtag_twitter.com,https://twitter.com/the8o8/status/914221351828905986,,9/30/17,"[u'Retweet:2', u'Retweeted:2']",they suck  i love whataburger onion rings ,,2
